id,user_id,name,industry,stage,location,funding_goal,traction,team_size,revenue_stage,incorporation_certificate,preferred_min_investor_experience,preferred_min_investor_portfolio_size,description
72,8605,Welch-Hanna,Fintech,Pre-Seed,Berlin,251712,"1067 users, $5k MRR",6,Pre-Revenue,False,3,9,"Welch-Hanna is a Pre-Seed Fintech startup based in Berlin. The company has a 6-member team and has achieved 1067 users, $5k MRR. They are currently at the Pre-Revenue stage and not yet incorporated. They are seeking $251,712 to scale operations and expand their market presence. Preferred investors should have at least 3 years of experience and a portfolio of at least 9 companies."
73,9109,Cole-Dillon,Fintech,Series A,Toronto,4245705,"80927 users, $80k MRR",27,Above $500k,True,7,14,"Cole-Dillon is a Series A Fintech startup based in Toronto. The company has a 27-member team and has achieved 80927 users, $80k MRR. They are currently at the Above $500k stage and is incorporated. They are seeking $4,245,705 to scale operations and expand their market presence. Preferred investors should have at least 7 years of experience and a portfolio of at least 14 companies."
74,3900,"Townsend, Dawson and Weaver",E-commerce,Series A,Toronto,4843665,"67624 users, $81k MRR",27,Above $500k,True,9,5,"Townsend, Dawson and Weaver is a Series A E-commerce startup based in Toronto. The company has a 27-member team and has achieved 67624 users, $81k MRR. They are currently at the Above $500k stage and is incorporated. They are seeking $4,843,665 to scale operations and expand their market presence. Preferred investors should have at least 9 years of experience and a portfolio of at least 5 companies."
75,8354,Rodriguez Ltd,AI,Pre-Seed,San Francisco,108292,"685 users, $8k MRR",2,Pre-Revenue,False,3,18,"Rodriguez Ltd is a Pre-Seed AI startup based in San Francisco. The company has a 2-member team and has achieved 685 users, $8k MRR. They are currently at the Pre-Revenue stage and not yet incorporated. They are seeking $108,292 to scale operations and expand their market presence. Preferred investors should have at least 3 years of experience and a portfolio of at least 18 companies."
76,5680,Gray Inc,EdTech,Pre-Seed,Bangalore,107030,"402 users, $3k MRR",2,Below $100k,True,5,4,"Gray Inc is a Pre-Seed EdTech startup based in Bangalore. The company has a 2-member team and has achieved 402 users, $3k MRR. They are currently at the Below $100k stage and is incorporated. They are seeking $107,030 to scale operations and expand their market presence. Preferred investors should have at least 5 years of experience and a portfolio of at least 4 companies."
77,5471,Cruz PLC,E-commerce,Pre-Seed,Toronto,420933,"1504 users, $6k MRR",2,Pre-Revenue,True,6,8,"Cruz PLC is a Pre-Seed E-commerce startup based in Toronto. The company has a 2-member team and has achieved 1504 users, $6k MRR. They are currently at the Pre-Revenue stage and is incorporated. They are seeking $420,933 to scale operations and expand their market presence. Preferred investors should have at least 6 years of experience and a portfolio of at least 8 companies."
78,1347,Dean-Snyder,Fintech,Series A,Toronto,2209190,"27917 users, $168k MRR",14,Above $500k,True,6,3,"Dean-Snyder is a Series A Fintech startup based in Toronto. The company has a 14-member team and has achieved 27917 users, $168k MRR. They are currently at the Above $500k stage and is incorporated. They are seeking $2,209,190 to scale operations and expand their market presence. Preferred investors should have at least 6 years of experience and a portfolio of at least 3 companies."
79,5908,"Hernandez, Jackson and Sandoval",Climate Tech,Pre-Seed,London,137603,"1383 users, $9k MRR",4,Pre-Revenue,True,3,6,"Hernandez, Jackson and Sandoval is a Pre-Seed Climate Tech startup based in London. The company has a 4-member team and has achieved 1383 users, $9k MRR. They are currently at the Pre-Revenue stage and is incorporated. They are seeking $137,603 to scale operations and expand their market presence. Preferred investors should have at least 3 years of experience and a portfolio of at least 6 companies."
80,5960,"Hansen, Benson and Hawkins",Climate Tech,Seed,Toronto,687505,"3073 users, $11k MRR",10,$100k - $500k,True,5,10,"Hansen, Benson and Hawkins is a Seed Climate Tech startup based in Toronto. The company has a 10-member team and has achieved 3073 users, $11k MRR. They are currently at the $100k - $500k stage and is incorporated. They are seeking $687,505 to scale operations and expand their market presence. Preferred investors should have at least 5 years of experience and a portfolio of at least 10 companies."
81,7190,Mitchell Group,Climate Tech,Pre-Seed,London,224783,"1355 users, $4k MRR",3,Below $100k,False,10,14,"Mitchell Group is a Pre-Seed Climate Tech startup based in London. The company has a 3-member team and has achieved 1355 users, $4k MRR. They are currently at the Below $100k stage and not yet incorporated. They are seeking $224,783 to scale operations and expand their market presence. Preferred investors should have at least 10 years of experience and a portfolio of at least 14 companies."
82,8083,"Ibarra, Levine and Boyle",SaaS,Pre-Seed,Toronto,446035,"1260 users, $3k MRR",4,Below $100k,True,10,8,"Ibarra, Levine and Boyle is a Pre-Seed SaaS startup based in Toronto. The company has a 4-member team and has achieved 1260 users, $3k MRR. They are currently at the Below $100k stage and is incorporated. They are seeking $446,035 to scale operations and expand their market presence. Preferred investors should have at least 10 years of experience and a portfolio of at least 8 companies."
83,7227,Payne PLC,SaaS,Pre-Seed,London,417248,"1951 users, $3k MRR",6,Pre-Revenue,True,5,3,"Payne PLC is a Pre-Seed SaaS startup based in London. The company has a 6-member team and has achieved 1951 users, $3k MRR. They are currently at the Pre-Revenue stage and is incorporated. They are seeking $417,248 to scale operations and expand their market presence. Preferred investors should have at least 5 years of experience and a portfolio of at least 3 companies."
84,6273,Green and Sons,HealthTech,Pre-Seed,New York,198567,"1426 users, $7k MRR",4,Pre-Revenue,False,8,17,"Green and Sons is a Pre-Seed HealthTech startup based in New York. The company has a 4-member team and has achieved 1426 users, $7k MRR. They are currently at the Pre-Revenue stage and not yet incorporated. They are seeking $198,567 to scale operations and expand their market presence. Preferred investors should have at least 8 years of experience and a portfolio of at least 17 companies."
85,1364,Morris Ltd,Climate Tech,Pre-Seed,London,369325,"941 users, $10k MRR",5,Below $100k,True,8,7,"Morris Ltd is a Pre-Seed Climate Tech startup based in London. The company has a 5-member team and has achieved 941 users, $10k MRR. They are currently at the Below $100k stage and is incorporated. They are seeking $369,325 to scale operations and expand their market presence. Preferred investors should have at least 8 years of experience and a portfolio of at least 7 companies."
86,1646,"Wagner, Gay and Beck",EdTech,Seed,New York,575936,"10285 users, $47k MRR",5,$100k - $500k,True,8,16,"Wagner, Gay and Beck is a Seed EdTech startup based in New York. The company has a 5-member team and has achieved 10285 users, $47k MRR. They are currently at the $100k - $500k stage and is incorporated. They are seeking $575,936 to scale operations and expand their market presence. Preferred investors should have at least 8 years of experience and a portfolio of at least 16 companies."
87,2475,"Gomez, Koch and Martin",EdTech,Pre-Seed,London,425137,"772 users, $6k MRR",2,Below $100k,True,8,18,"Gomez, Koch and Martin is a Pre-Seed EdTech startup based in London. The company has a 2-member team and has achieved 772 users, $6k MRR. They are currently at the Below $100k stage and is incorporated. They are seeking $425,137 to scale operations and expand their market presence. Preferred investors should have at least 8 years of experience and a portfolio of at least 18 companies."
88,4286,Young-Banks,EdTech,Series A,New York,4231278,"64843 users, $147k MRR",28,Above $500k,True,5,17,"Young-Banks is a Series A EdTech startup based in New York. The company has a 28-member team and has achieved 64843 users, $147k MRR. They are currently at the Above $500k stage and is incorporated. They are seeking $4,231,278 to scale operations and expand their market presence. Preferred investors should have at least 5 years of experience and a portfolio of at least 17 companies."
89,8697,"Lucas, Sims and Stone",HealthTech,Series A,Toronto,4342043,"67419 users, $61k MRR",30,Above $500k,True,9,6,"Lucas, Sims and Stone is a Series A HealthTech startup based in Toronto. The company has a 30-member team and has achieved 67419 users, $61k MRR. They are currently at the Above $500k stage and is incorporated. They are seeking $4,342,043 to scale operations and expand their market presence. Preferred investors should have at least 9 years of experience and a portfolio of at least 6 companies."
90,7402,White LLC,Fintech,Pre-Seed,Berlin,286395,"292 users, $7k MRR",6,Pre-Revenue,False,3,8,"White LLC is a Pre-Seed Fintech startup based in Berlin. The company has a 6-member team and has achieved 292 users, $7k MRR. They are currently at the Pre-Revenue stage and not yet incorporated. They are seeking $286,395 to scale operations and expand their market presence. Preferred investors should have at least 3 years of experience and a portfolio of at least 8 companies."
91,1458,"Newman, Owens and Mcclure",EdTech,Pre-Seed,London,262704,"1255 users, $10k MRR",6,Pre-Revenue,False,8,18,"Newman, Owens and Mcclure is a Pre-Seed EdTech startup based in London. The company has a 6-member team and has achieved 1255 users, $10k MRR. They are currently at the Pre-Revenue stage and not yet incorporated. They are seeking $262,704 to scale operations and expand their market presence. Preferred investors should have at least 8 years of experience and a portfolio of at least 18 companies."
92,8013,"Wolf, Boyd and Cox",EdTech,Pre-Seed,Berlin,290534,"1524 users, $6k MRR",5,Pre-Revenue,False,5,18,"Wolf, Boyd and Cox is a Pre-Seed EdTech startup based in Berlin. The company has a 5-member team and has achieved 1524 users, $6k MRR. They are currently at the Pre-Revenue stage and not yet incorporated. They are seeking $290,534 to scale operations and expand their market presence. Preferred investors should have at least 5 years of experience and a portfolio of at least 18 companies."
93,6850,Walker-Lopez,HealthTech,Seed,Toronto,1058927,"11797 users, $22k MRR",8,$100k - $500k,True,6,19,"Walker-Lopez is a Seed HealthTech startup based in Toronto. The company has a 8-member team and has achieved 11797 users, $22k MRR. They are currently at the $100k - $500k stage and is incorporated. They are seeking $1,058,927 to scale operations and expand their market presence. Preferred investors should have at least 6 years of experience and a portfolio of at least 19 companies."
94,9717,Mccarthy Group,SaaS,Seed,New York,702443,"17518 users, $26k MRR",5,Below $100k,True,4,15,"Mccarthy Group is a Seed SaaS startup based in New York. The company has a 5-member team and has achieved 17518 users, $26k MRR. They are currently at the Below $100k stage and is incorporated. They are seeking $702,443 to scale operations and expand their market presence. Preferred investors should have at least 4 years of experience and a portfolio of at least 15 companies."
95,1253,Mays-Harris,HealthTech,Pre-Seed,London,169739,"1809 users, $9k MRR",4,Pre-Revenue,True,10,17,"Mays-Harris is a Pre-Seed HealthTech startup based in London. The company has a 4-member team and has achieved 1809 users, $9k MRR. They are currently at the Pre-Revenue stage and is incorporated. They are seeking $169,739 to scale operations and expand their market presence. Preferred investors should have at least 10 years of experience and a portfolio of at least 17 companies."
96,1405,Anderson PLC,SaaS,Seed,London,1021717,"6560 users, $48k MRR",14,Below $100k,True,6,20,"Anderson PLC is a Seed SaaS startup based in London. The company has a 14-member team and has achieved 6560 users, $48k MRR. They are currently at the Below $100k stage and is incorporated. They are seeking $1,021,717 to scale operations and expand their market presence. Preferred investors should have at least 6 years of experience and a portfolio of at least 20 companies."
97,9329,"Vincent, Romero and Finley",EdTech,Seed,Toronto,689238,"9729 users, $28k MRR",12,$100k - $500k,True,10,6,"Vincent, Romero and Finley is a Seed EdTech startup based in Toronto. The company has a 12-member team and has achieved 9729 users, $28k MRR. They are currently at the $100k - $500k stage and is incorporated. They are seeking $689,238 to scale operations and expand their market presence. Preferred investors should have at least 10 years of experience and a portfolio of at least 6 companies."
98,9134,"Roth, Tran and Sims",SaaS,Series A,Bangalore,4295473,"24646 users, $181k MRR",25,$100k - $500k,False,7,16,"Roth, Tran and Sims is a Series A SaaS startup based in Bangalore. The company has a 25-member team and has achieved 24646 users, $181k MRR. They are currently at the $100k - $500k stage and not yet incorporated. They are seeking $4,295,473 to scale operations and expand their market presence. Preferred investors should have at least 7 years of experience and a portfolio of at least 16 companies."
99,9484,"Nguyen, Villanueva and Cabrera",EdTech,Seed,San Francisco,1414267,"15892 users, $33k MRR",9,Below $100k,True,2,11,"Nguyen, Villanueva and Cabrera is a Seed EdTech startup based in San Francisco. The company has a 9-member team and has achieved 15892 users, $33k MRR. They are currently at the Below $100k stage and is incorporated. They are seeking $1,414,267 to scale operations and expand their market presence. Preferred investors should have at least 2 years of experience and a portfolio of at least 11 companies."
100,3186,Sanchez-Wilson,AI,Series A,London,3249568,"96758 users, $67k MRR",12,$100k - $500k,False,1,13,"Sanchez-Wilson is a Series A AI startup based in London. The company has a 12-member team and has achieved 96758 users, $67k MRR. They are currently at the $100k - $500k stage and not yet incorporated. They are seeking $3,249,568 to scale operations and expand their market presence. Preferred investors should have at least 1 years of experience and a portfolio of at least 13 companies."
